movie_title,release_date,genre,MPAA_rating,director,character,voice-actor,revenue
Treasure Planet,27-Nov-02,Adventure,PG,Ron Clements,Morph,Dane A. Davis,55189145.0
Treasure Planet,27-Nov-02,Adventure,PG,Ron Clements,Mr. Arrow,Roscoe Lee Browne,55189145.0
Treasure Planet,27-Nov-02,Adventure,PG,Ron Clements,Onus,Corey Burton,55189145.0
Treasure Planet,27-Nov-02,Adventure,PG,Ron Clements,Sarah Hawkins,Laurie Metcalf,55189145.0
Treasure Planet,27-Nov-02,Adventure,PG,Ron Clements,Scroop,Michael Wincott,55189145.0
The Great Mouse Detective,2-Jul-86,Adventure,NA,Ron Clements,Bartholomew,Barrie Ingham,53637367.0
The Great Mouse Detective,2-Jul-86,Adventure,NA,Ron Clements,Basil of Baker Street,Barrie Ingham,53637367.0
The Great Mouse Detective,2-Jul-86,Adventure,NA,Ron Clements,Dr. David Q. Dawson,Val Bettin,53637367.0
The Great Mouse Detective,2-Jul-86,Adventure,NA,Ron Clements,Felicia the Cat,Frank Welker,53637367.0
The Great Mouse Detective,2-Jul-86,Adventure,NA,Ron Clements,Fidget,Candy Candido,53637367.0
The Great Mouse Detective,2-Jul-86,Adventure,NA,Ron Clements,Hiram Flaversham,Alan Young; Alan Young,53637367.0
The Great Mouse Detective,2-Jul-86,Adventure,NA,Ron Clements,Lady Mouse,Shani Wallis,53637367.0
The Great Mouse Detective,2-Jul-86,Adventure,NA,Ron Clements,Miss Kitty,Melissa Manchester,53637367.0
The Great Mouse Detective,2-Jul-86,Adventure,NA,Ron Clements,Mrs. Judson,Diana Chesney,53637367.0
The Great Mouse Detective,2-Jul-86,Adventure,NA,Ron Clements,Olivia Flaversham,Susanne Pollatschek,53637367.0
The Great Mouse Detective,2-Jul-86,Adventure,NA,Ron Clements,Professor Ratigan,Vincent Price,53637367.0
The Great Mouse Detective,2-Jul-86,Adventure,NA,Ron Clements,Queen Mousetoria,Eve Brenner,53637367.0
The Great Mouse Detective,2-Jul-86,Adventure,NA,Ron Clements,Toby the Dog,Frank Welker,53637367.0
Cinderella,13-Mar-15,Drama,PG,Wilfred Jackson,Anastasia Tremaine,Lucille Bliss,201151353.0
Cinderella,13-Mar-15,Drama,PG,Wilfred Jackson,Bruno the Dog,Jimmy MacDonald; Frank Welker,201151353.0
Cinderella,13-Mar-15,Drama,PG,Wilfred Jackson,Cinderella,Ilene Woods,201151353.0
Cinderella,13-Mar-15,Drama,PG,Wilfred Jackson,The Doorman,Don Barclay,201151353.0
Cinderella,13-Mar-15,Drama,PG,Wilfred Jackson,Drizella Tremaine,Rhoda Williams; Russi Taylor,201151353.0
Cinderella,13-Mar-15,Drama,PG,Wilfred Jackson,Fairy Godmother,Verna Felton; Russi Taylor,201151353.0
Cinderella,13-Mar-15,Drama,PG,Wilfred Jackson,Footman,Larry Grey,201151353.0
Cinderella,13-Mar-15,Drama,PG,Wilfred Jackson,The Grand Duke,Luis Van Rooten; Rob Paulsen,201151353.0
Cinderella,13-Mar-15,Drama,PG,Wilfred Jackson,Gus Lollygagger,Jimmy MacDonald; Corey Burton,201151353.0
Cinderella,13-Mar-15,Drama,PG,Wilfred Jackson,"Jackson ""Jaq"" Hopscotch",Jimmy MacDonald; Rob Paulsen,201151353.0
Cinderella,13-Mar-15,Drama,PG,Wilfred Jackson,The King,Luis Van Rooten,201151353.0
Cinderella,13-Mar-15,Drama,PG,Wilfred Jackson,Lady Tremaine,Eleanor Audley; Susanne Blakeslee,201151353.0
Cinderella,13-Mar-15,Drama,PG,Wilfred Jackson,Lucifer the Cat,June Foray,201151353.0
Cinderella,13-Mar-15,Drama,PG,Wilfred Jackson,Major the Horse,None,201151353.0
Cinderella,13-Mar-15,Drama,PG,Wilfred Jackson,Prince Charming,William Phipps,201151353.0
Cinderella,15-Feb-50,Drama,G,Wilfred Jackson,Anastasia Tremaine,Lucille Bliss,920608730.0
Cinderella,15-Feb-50,Drama,G,Wilfred Jackson,Bruno the Dog,Jimmy MacDonald; Frank Welker,920608730.0
Cinderella,15-Feb-50,Drama,G,Wilfred Jackson,Cinderella,Ilene Woods,920608730.0
Cinderella,15-Feb-50,Drama,G,Wilfred Jackson,The Doorman,Don Barclay,920608730.0
Cinderella,15-Feb-50,Drama,G,Wilfred Jackson,Drizella Tremaine,Rhoda Williams; Russi Taylor,920608730.0
Cinderella,15-Feb-50,Drama,G,Wilfred Jackson,Fairy Godmother,Verna Felton; Russi Taylor,920608730.0
Cinderella,15-Feb-50,Drama,G,Wilfred Jackson,Footman,Larry Grey,920608730.0
Cinderella,15-Feb-50,Drama,G,Wilfred Jackson,The Grand Duke,Luis Van Rooten; Rob Paulsen,920608730.0
Cinderella,15-Feb-50,Drama,G,Wilfred Jackson,Gus Lollygagger,Jimmy MacDonald; Corey Burton,920608730.0
Cinderella,15-Feb-50,Drama,G,Wilfred Jackson,"Jackson ""Jaq"" Hopscotch",Jimmy MacDonald; Rob Paulsen,920608730.0
Cinderella,15-Feb-50,Drama,G,Wilfred Jackson,The King,Luis Van Rooten,920608730.0
Cinderella,15-Feb-50,Drama,G,Wilfred Jackson,Lady Tremaine,Eleanor Audley; Susanne Blakeslee,920608730.0
Cinderella,15-Feb-50,Drama,G,Wilfred Jackson,Lucifer the Cat,June Foray,920608730.0
Cinderella,15-Feb-50,Drama,G,Wilfred Jackson,Major the Horse,None,920608730.0
Cinderella,15-Feb-50,Drama,G,Wilfred Jackson,Prince Charming,William Phipps,920608730.0
Frozen,22-Nov-13,Adventure,PG,Chris Buck,Anna,Kristen Bell,414997174.0
Frozen,22-Nov-13,Adventure,PG,Chris Buck,Duke of Weselton,Alan Tudyk,414997174.0
Frozen,22-Nov-13,Adventure,PG,Chris Buck,Elsa,Idina Menzel,414997174.0
Frozen,22-Nov-13,Adventure,PG,Chris Buck,Kristoff,Jonathan Groff,414997174.0
Frozen,22-Nov-13,Adventure,PG,Chris Buck,Oaken,Chris Williams,414997174.0
Frozen,22-Nov-13,Adventure,PG,Chris Buck,Olaf,Josh Gad,414997174.0
Frozen,22-Nov-13,Adventure,PG,Chris Buck,Prince Hans,Santino Fontana,414997174.0
Frozen,22-Nov-13,Adventure,PG,Chris Buck,Sven,None,414997174.0
Pirates of the Caribbean: On Stranger…,20-May-11,Adventure,PG-13,Rob Marshall,NA,NA,256263359.0
Zokkomon,22-Apr-11,Adventure,PG,Satyajit Bhatkal,NA,NA,2984.0
Gross Anatomy,20-Oct-89,Drama,PG-13,Thom Eberhardt,NA,NA,23972012.0
The Incredibles,5-Nov-04,Adventure,PG,Brad Bird,NA,NA,354488708.0
Frank McKlusky C.I.,1-Jan-02,NA,NA,Arlene Sanford,NA,NA,0.0
Taking Care of Business,17-Aug-90,Comedy,R,Arthur Hiller,NA,NA,39963460.0
Tim Burton's The Nightmare Before Chr…,20-Oct-06,Musical,PG,NA,NA,NA,30737517.0
Cocktail,29-Jul-88,Drama,R,Roger Donaldson,NA,NA,160442289.0
Gun Shy,4-Feb-00,Comedy,R,Simon West,NA,NA,2562155.0
Mr. Destiny,12-Oct-90,Comedy,PG-13,James Orr,NA,NA,30722056.0
Herbie Goes to Monte Carlo,24-Jun-77,NA,NA,Vincent McEveety,NA,NA,105847527.0
Evita,25-Dec-96,Musical,PG,Alan Parker,NA,NA,92077628.0
Dark Water,8-Jul-05,Thriller/Suspense,PG-13,Walter Salles,NA,NA,33500491.0
Piglet's Big Movie,21-Mar-03,Comedy,G,Francis Glebas,NA,NA,32298812.0
Kazaam,17-Jul-96,Comedy,PG,Paul Michael Glaser,NA,NA,36009655.0
Déjà Vu,22-Nov-06,Thriller/Suspense,PG-13,Tony Scott,NA,NA,82267038.0
Waking Sleeping Beauty,26-Mar-10,Documentary,PG,Don Hahn,NA,NA,86264.0
The Count of Monte Cristo,25-Jan-02,Drama,PG-13,Kevin Reynolds,NA,NA,78682079.0
The Program,24-Sep-93,Action,R,Stephen Frears,NA,NA,46919256.0
When in Rome,29-Jan-10,Romantic Comedy,PG-13,Mark Steven Johnson,NA,NA,34917330.0
Born Yesterday,26-Mar-93,Romantic Comedy,PG,George Cukor,NA,NA,36165012.0
The Alamo,9-Apr-04,Western,PG-13,John Lee Hancock,NA,NA,30416359.0
Mad Love,26-May-95,Drama,PG-13,Antonia Bird,NA,NA,29934306.0
Armageddon,1-Jul-98,Adventure,PG-13,Michael Bay,NA,NA,362324957.0
Air Bud,1-Aug-97,Comedy,PG,Charles Martin Smith,NA,NA,45266588.0
Fire Birds,24-May-90,Action,PG-13,David Green,NA,NA,29485923.0
The Black Cauldron,24-Jul-85,Adventure,NA,Ted Berman,Creeper,Phil Fondacaro,50553142.0
The Black Cauldron,24-Jul-85,Adventure,NA,Ted Berman,Dallben,Freddie Jones,50553142.0
The Black Cauldron,24-Jul-85,Adventure,NA,Ted Berman,Doli,John Byner,50553142.0
The Black Cauldron,24-Jul-85,Adventure,NA,Ted Berman,Fflewddur Fflam,Nigel Hawthorne,50553142.0
The Black Cauldron,24-Jul-85,Adventure,NA,Ted Berman,Gurgi,John Byner,50553142.0
The Black Cauldron,24-Jul-85,Adventure,NA,Ted Berman,Hen Wen,None,50553142.0
The Black Cauldron,24-Jul-85,Adventure,NA,Ted Berman,The Horned King,John Hurt,50553142.0
The Black Cauldron,24-Jul-85,Adventure,NA,Ted Berman,King Eiddileg,Arthur Malet,50553142.0
The Black Cauldron,24-Jul-85,Adventure,NA,Ted Berman,Orddu,Eda Reiss Merin,50553142.0
The Black Cauldron,24-Jul-85,Adventure,NA,Ted Berman,Orgoch,Billie Hayes,50553142.0
The Black Cauldron,24-Jul-85,Adventure,NA,Ted Berman,Orwen,Adele Malis-Morey,50553142.0
The Black Cauldron,24-Jul-85,Adventure,NA,Ted Berman,Princess Eilonwy,Susan Sheridan,50553142.0
The Black Cauldron,24-Jul-85,Adventure,NA,Ted Berman,Taran,Grant Bardsley,50553142.0
Oz the Great and Powerful,8-Mar-13,Adventure,PG,Sam Raimi,NA,NA,243434130.0
Two Much,15-Mar-96,Romantic Comedy,PG-13,Fernando Trueba,NA,NA,2057055.0
102 Dalmatians,22-Nov-00,Comedy,G,Kevin Lima,NA,NA,104055039.0
The Pacifier,4-Mar-05,Comedy,PG,Adam Shankman,NA,NA,148619029.0
Prom,29-Apr-11,Comedy,PG,Joe Nussbaum,NA,NA,10768946.0
Un indien dans la ville,22-Mar-96,Comedy,PG,Hervé Palud,NA,NA,1963937.0
Annapolis,27-Jan-06,Drama,PG-13,Justin Lin,NA,NA,22044113.0
The Country Bears,26-Jul-02,Adventure,G,Peter Hastings,Beary Barrington,Haley Joel Osment,24650121.0
The Country Bears,26-Jul-02,Adventure,G,Peter Hastings,Big Al,James Gammon,24650121.0
The Country Bears,26-Jul-02,Adventure,G,Peter Hastings,Dex Barrington,Justin Berfield,24650121.0
The Country Bears,26-Jul-02,Adventure,G,Peter Hastings,Ted Betterhead,Diedrich Bader,24650121.0
Planes: Fire and Rescue,18-Jul-14,Adventure,PG,Roberts Gannaway,NA,NA,61040349.0
Tin Men,6-Mar-87,Comedy,NA,Barry Levinson,NA,NA,54787202.0
Renaissance Man,3-Jun-94,Comedy,PG-13,Penny Marshall,NA,NA,49945474.0
Playing God,17-Oct-97,Thriller/Suspense,R,Andy Wilson,NA,NA,7652965.0
Phenomenon,5-Jul-96,Drama,PG,Jon Turteltaub,NA,NA,199559799.0
Gnomeo and Juliet,11-Feb-11,Comedy,G,Kelly Asbury,NA,NA,106270797.0
The Color of Money,17-Oct-86,Drama,R,Martin Scorsese,NA,NA,117957323.0
Blackbeard's Ghost,8-Feb-68,Comedy,NA,Robert Stevenson,NA,NA,138612686.0
Ernest Scared Stupid,11-Oct-91,Comedy,PG,John R. Cherry III,NA,NA,28320147.0
The Emperor's New Groove,15-Dec-00,Adventure,G,Mark Dindal,Bucky the Squirrel,Bob Bergen,136789252.0
The Emperor's New Groove,15-Dec-00,Adventure,G,Mark Dindal,Chaca,Kellyann Kelso,136789252.0
The Emperor's New Groove,15-Dec-00,Adventure,G,Mark Dindal,Chicha,Wendie Malick,136789252.0
The Emperor's New Groove,15-Dec-00,Adventure,G,Mark Dindal,Kronk Pepikrankenitz,Patrick Warburton,136789252.0
The Emperor's New Groove,15-Dec-00,Adventure,G,Mark Dindal,Kuzco,David Spade,136789252.0
The Emperor's New Groove,15-Dec-00,Adventure,G,Mark Dindal,Pacha,John Goodman,136789252.0
The Emperor's New Groove,15-Dec-00,Adventure,G,Mark Dindal,Tipo,Eli Russell Linnetz,136789252.0
The Emperor's New Groove,15-Dec-00,Adventure,G,Mark Dindal,Yzma,Eartha Kitt,136789252.0
Double Take,12-Jan-01,Action,PG-13,George Gallo,NA,NA,44418589.0
Rocket Man,10-Oct-97,Comedy,PG,Oscar Rudolph,NA,NA,28371890.0
Mulan,19-Jun-98,Adventure,G,Barry Cook,Chi-Fu,James Hong,216807832.0
Mulan,19-Jun-98,Adventure,G,Barry Cook,Chien-Po,Jerry Tondo,216807832.0
Mulan,19-Jun-98,Adventure,G,Barry Cook,Cri-Kee,None,216807832.0
Mulan,19-Jun-98,Adventure,G,Barry Cook,Emperor of China,Pat Morita,216807832.0
Mulan,19-Jun-98,Adventure,G,Barry Cook,Fa Li,Freda Foh Shen,216807832.0
Mulan,19-Jun-98,Adventure,G,Barry Cook,Fa Zhou,Soon-Tek Oh,216807832.0
Mulan,19-Jun-98,Adventure,G,Barry Cook,First Ancestor Fa,George Takei,216807832.0
Mulan,19-Jun-98,Adventure,G,Barry Cook,General Li,James Shigeta,216807832.0
Mulan,19-Jun-98,Adventure,G,Barry Cook,Grandmother Fa,June Foray,216807832.0
Mulan,19-Jun-98,Adventure,G,Barry Cook,Li Shang,B.D. Wong,216807832.0
Mulan,19-Jun-98,Adventure,G,Barry Cook,Ling,Gedde Watanabe,216807832.0
Mulan,19-Jun-98,Adventure,G,Barry Cook,The Matchmaker,Miriam Margoyles,216807832.0
Mulan,19-Jun-98,Adventure,G,Barry Cook,Mulan,Ming-Na Wen; Lea Salonga,216807832.0
Mulan,19-Jun-98,Adventure,G,Barry Cook,Mushu,Eddie Murphy,216807832.0
Mulan,19-Jun-98,Adventure,G,Barry Cook,Shan Yu,Miguel Ferrer,216807832.0
Mulan,19-Jun-98,Adventure,G,Barry Cook,Yao,Harvey Fierstein,216807832.0
Song of the South,12-Nov-46,Adventure,G,Wilfred Jackson,Br'er Bear,Nick Stewart,1078510579.0
Song of the South,12-Nov-46,Adventure,G,Wilfred Jackson,Br'er Fox,James Baskett,1078510579.0
Song of the South,12-Nov-46,Adventure,G,Wilfred Jackson,Br'er Rabbit,Johnny Lee,1078510579.0
The Black Hole,21-Dec-79,NA,NA,Gary Nelson,NA,NA,120377374.0
Raising Helen,28-May-04,Comedy,PG-13,Garry Marshall,NA,NA,50886144.0
A Gun in Betty Lou's Handbag,21-Aug-92,NA,PG-13,Allan Moyle,NA,NA,7295423.0
The Air Up There,7-Jan-94,Comedy,PG,Paul Michael Glaser,NA,NA,42940186.0
Roommates,3-Mar-95,Comedy,PG,Peter Yates,NA,NA,23404369.0
Morning Light,17-Oct-08,Documentary,PG,Mark Monroe,NA,NA,322979.0
Valiant,19-Aug-05,Adventure,G,Gary Chapman,NA,NA,25616292.0
Down and Out in Beverly Hills,31-Jan-86,Comedy,R,Paul Mazursky,NA,NA,141183693.0
Tarzan,16-Jun-99,Adventure,G,Chris Buck,Archimedes Q. Porter,Nigel Hawthorne,283900254.0
Tarzan,16-Jun-99,Adventure,G,Chris Buck,Clayton,Brian Blessed,283900254.0
Tarzan,16-Jun-99,Adventure,G,Chris Buck,Jane Porter,Minnie Driver,283900254.0
Tarzan,16-Jun-99,Adventure,G,Chris Buck,Kala,Glenn Close,283900254.0
Tarzan,16-Jun-99,Adventure,G,Chris Buck,Kerchak,Lance Henriksen,283900254.0
Tarzan,16-Jun-99,Adventure,G,Chris Buck,Mungo,Jason Marsden,283900254.0
Tarzan,16-Jun-99,Adventure,G,Chris Buck,Tantor,Wayne Knight,283900254.0
Tarzan,16-Jun-99,Adventure,G,Chris Buck,Tarzan,Tony Goldwyn,283900254.0
Tarzan,16-Jun-99,Adventure,G,Chris Buck,Tarzan,Alex D. Linz,283900254.0
Tarzan,16-Jun-99,Adventure,G,Chris Buck,Terk,Rosie O'Donnell,283900254.0
The Royal Tenenbaums,14-Dec-01,Black Comedy,R,Wes Anderson,NA,NA,76758193.0
James and the Giant Peach,12-Apr-96,Adventure,PG,Henry Selick,NA,NA,55159783.0
"Mystery, Alaska",1-Oct-99,Comedy,R,Jay Roach,NA,NA,14755189.0
Last Dance,3-May-96,Drama,R,Thomas Carter,NA,NA,11171714.0
My Science Project,9-Aug-85,Comedy,NA,Jonathan R. Betuel,NA,NA,9736051.0
Homeward Bound II: Lost in San Franc…,8-Mar-96,Adventure,G,NA,NA,NA,62384706.0
The Muppets,23-Nov-11,Comedy,PG,James Bobin,NA,NA,94189503.0
Turner & Hooch,28-Jul-89,Comedy,PG,Roger Spottiswoode,NA,NA,150176361.0
Oceans,22-Apr-10,Documentary,G,Gary Ross,NA,NA,20751600.0
It's Pat,26-Aug-94,Comedy,NA,Adam Bernstein,NA,NA,125666.0
The Finest Hours,29-Jan-16,Thriller/Suspense,PG,Craig Gillespie,NA,NA,27569558.0
Shoot to Kill,12-Feb-88,Action,NA,Roger Spottiswoode,NA,NA,60097074.0
Hannah Montana the Movie,10-Apr-09,Drama,G,Peter Chelsom,NA,NA,89443640.0
First Kid,30-Aug-96,Comedy,PG,David M. Evans,NA,NA,50465108.0
Consenting Adults,16-Oct-92,Drama,R,Alan J. Pakula,NA,NA,43859823.0
Dan in Real Life,20-Oct-07,Romantic Comedy,PG-13,Peter Hedges,NA,NA,58350234.0
Sorority Boys,22-Mar-02,Comedy,R,Wallace Wolodarsky,NA,NA,14797862.0
Simon Birch,11-Sep-98,Drama,PG,Mark Steven Johnson,NA,NA,32809442.0
In the Army Now,12-Aug-94,Comedy,PG,Daniel Petrie Jr.,NA,NA,59673787.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Adorabeezle Winterpop,None,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Candlehead,Katie Lowes,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Crumbelina DiCaramello,Cymbre Walk,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Duncan,Horatio Sanz,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Fix-It Felix Jr.,Jack McBrayer,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,General Hologram,Dennis Haysbert,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Gloyd Orangeboar,None,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Jubileena Bing-Bing,Josie Trinidad,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,King Candy/Turbo,Alan Tudyk,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Mr. Litwak,Ed O'Neill,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Markowski,Joe Lo Truglio,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Minty Zaki,None,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Rancis Fluggerbutter,Jamie Elman,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Sergeant Calhoun,Jane Lynch,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Snowanna Rainbeau,None,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Sour Bill,Rich Moore,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,"Swizzle ""The Swizz"" Malarkey",None,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Taffyta Muttonfudge,Mindy Kaling,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Vanellope von Schweetz,Sarah Silverman,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Wreck-It Ralph,John C. Reilly,200354959.0
Wreck-It Ralph,2-Nov-12,Adventure,PG,Rich Moore,Wynchel,Adam Carolla,200354959.0
Iron Man 3,3-May-13,Action,PG-13,Shane Black,NA,NA,424084233.0
One Magic Christmas,22-Nov-85,Drama,NA,Phillip Borsos,NA,NA,31415432.0
Beverly Hills Chihuahua,3-Oct-08,Comedy,PG,Raja Gosnell,NA,NA,110932022.0
WALL-E,27-Jun-08,Adventure,G,Andrew Stanton,NA,NA,262771918.0
Aladdin,11-Nov-92,Comedy,G,Ron Clements,Abu,Frank Welker,441969178.0
Aladdin,11-Nov-92,Comedy,G,Ron Clements,Aladdin,Scott Weinger; Brad Kane,441969178.0
Aladdin,11-Nov-92,Comedy,G,Ron Clements,Genie,Robin Williams,441969178.0
Aladdin,11-Nov-92,Comedy,G,Ron Clements,Haroud Hazi Bin,James Avery,441969178.0
Aladdin,11-Nov-92,Comedy,G,Ron Clements,Iago,Gilbert Gottfried,441969178.0
Aladdin,11-Nov-92,Comedy,G,Ron Clements,Jafar,Jonathan Freeman,441969178.0
Aladdin,11-Nov-92,Comedy,G,Ron Clements,Magic Carpet,None,441969178.0
Aladdin,11-Nov-92,Comedy,G,Ron Clements,Mechanicles,Charlie Adler,441969178.0
Aladdin,11-Nov-92,Comedy,G,Ron Clements,Mozenrath,Jonathan Brandis,441969178.0
Aladdin,11-Nov-92,Comedy,G,Ron Clements,Princess Jasmine,Linda Larkin; Lea Salonga,441969178.0
Aladdin,11-Nov-92,Comedy,G,Ron Clements,Rajah,Frank Welker,441969178.0
Aladdin,11-Nov-92,Comedy,G,Ron Clements,Razoul,Jim Cummings,441969178.0
Aladdin,11-Nov-92,Comedy,G,Ron Clements,Sadira,Kellie Martin,441969178.0
Aladdin,11-Nov-92,Comedy,G,Ron Clements,The Sultan,Douglas Seale,441969178.0
Casanova,25-Dec-05,Drama,R,Lasse Hallström,NA,NA,14574087.0
Thor: The Dark World,8-Nov-13,Adventure,PG-13,Alan Taylor,NA,NA,213962184.0
Monkey Kingdom,17-Apr-15,Documentary,G,Alastair Fothergill,NA,NA,16432322.0
Ernest Saves Christmas,11-Nov-88,Comedy,PG,John R. Cherry III,NA,NA,57845202.0
Hannah Montana/Miley Cyrus: Best of B…,1-Feb-08,Concert/Performance,G,NA,NA,NA,76646993.0
Saving Mr. Banks,13-Dec-13,Drama,PG-13,John Lee Hancock,NA,NA,86249969.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Abigail Gabble,Monica Evans,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Amelia Gabble,Carole Shelley,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Berlioz,Dean Clark,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Billy Boss,Thurl Ravenscroft,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Duchess,Eva Gabor,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Edgar Balthazar the Butler,Roddy Maude-Roxby,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Frou-Frou,Nancy Kulp,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Georges Hautecourt,Charles Lane,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Hit Cat the English Cat,Lord Tim Hudson,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Lafayette the Basset Hound,George Lindsey,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Madame Adelaide Bonfamille,Hermione Baddeley,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Marie,Liz English,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Napoleon the Bloodhound,Pat Buttram,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Peppo the Italian Cat,Vito Scotti,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Roquefort the Mouse,Sterling Holloway,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Scat Cat,Scatman Crothers,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Shun Gon the Chinese Cat,Paul Winchell,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Thomas O'Malley,Phil Harris,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Toulouse,Gary Dubin,255161499.0
The Aristocats,24-Apr-70,Musical,G,Wolfgang Reitherman,Uncle Waldo,Bill Thompson,255161499.0
Calendar Girls,19-Dec-03,Comedy,PG-13,Nigel Cole,NA,NA,42379650.0
Unstrung Heroes,15-Sep-95,Drama,PG,Diane Keaton,NA,NA,15365850.0
Three Fugitives,27-Jan-89,Comedy,PG-13,Francis Veber,NA,NA,85757817.0
Tomorrowland,22-May-15,Adventure,PG,Brad Bird,NA,NA,93436322.0
The Village,30-Jul-04,Thriller/Suspense,PG-13,M. Night Shyamalan,NA,NA,155021748.0
"Alexander and the Terrible, Horrible,…",10-Oct-14,Comedy,PG,Miguel Arteta,NA,NA,69055550.0
Arachnophobia,18-Jul-90,Thriller/Suspense,PG-13,Frank Marshall,NA,NA,106290270.0
Lincoln,9-Nov-12,Drama,PG-13,Timur Bekmambetov,NA,NA,192122330.0
The Horse Whisperer,15-May-98,Drama,PG-13,Robert Redford,NA,NA,135497531.0
Muppets Most Wanted,21-Mar-14,Comedy,PG,James Bobin,NA,NA,52807594.0
Fantasia 2000 (IMAX),1-Jan-00,Musical,G,NA,NA,NA,94852354.0
Spaced Invaders,27-Apr-90,Comedy,PG,Patrick Read Johnson,NA,NA,29964452.0
Just Visiting,6-Apr-01,Comedy,PG-13,Jean-Marie Poiré,NA,NA,7114869.0
Holes,18-Apr-03,Drama,PG,Andrew Davis,NA,NA,94203395.0
The Last Shot,24-Sep-04,Comedy,R,Jeff Nathanson,NA,NA,629502.0
Meet the Robinsons,30-Mar-07,Adventure,G,Stephen J. Anderson,Bowler Hat Guy,Stephen J. Anderson,119860589.0
Meet the Robinsons,30-Mar-07,Adventure,G,Stephen J. Anderson,Carl the Robot,Harland Williams,119860589.0
Meet the Robinsons,30-Mar-07,Adventure,G,Stephen J. Anderson,Cornelius Robinson,Tom Selleck,119860589.0
Meet the Robinsons,30-Mar-07,Adventure,G,Stephen J. Anderson,Doris,Ethan Sandler,119860589.0
Meet the Robinsons,30-Mar-07,Adventure,G,Stephen J. Anderson,Frankie the Frog,Aurian Redson,119860589.0
Meet the Robinsons,30-Mar-07,Adventure,G,Stephen J. Anderson,Franny Robinson,Nicole Sullivan,119860589.0
Meet the Robinsons,30-Mar-07,Adventure,G,Stephen J. Anderson,Goob,Matthew Josten,119860589.0
Meet the Robinsons,30-Mar-07,Adventure,G,Stephen J. Anderson,Lefty,Nathan Greno,119860589.0
Meet the Robinsons,30-Mar-07,Adventure,G,Stephen J. Anderson,Lewis,Jordan Fry,119860589.0
Meet the Robinsons,30-Mar-07,Adventure,G,Stephen J. Anderson,Lizzy,Tracey Miller-Zarneke,119860589.0
Meet the Robinsons,30-Mar-07,Adventure,G,Stephen J. Anderson,Lucille Krunklehorn,Laurie Metcalf,119860589.0
Meet the Robinsons,30-Mar-07,Adventure,G,Stephen J. Anderson,Mildred,Angela Bassett,119860589.0
